created_at,text
2021-12-01 14:36:47,"RT @earthmixforevs: Start our 2022 with EarthMix 🌱✨

#GMMTV2022 
#พินัยกรรมกามเทพ #เอิร์ทมิกซ์ https://t.co/o3MCtBcPwH"
2021-12-01 14:36:47,"RT @bbapp45: กรี๊ดดดดดดดดด
Bright Vachirawit 
#bbrightvc @bbrightvc 
#GMMTV2022"
2021-12-01 14:36:47,"RT @_attpxg: 4 pillars to earthmixx: sana ol dalawa series sa 2022

#GMMTV2022"
2021-12-01 14:36:46,"RT @OffgunMY_: Off Jumpol ✨

✨ Astrophile
https://t.co/RXr7vUXIjc

#GMMTV2022 #ออฟจุมพล https://t.co/LMYFMOBmsB"
2021-12-01 14:36:46,RT @bbrghtwmo: ACTOR BRIGHT YALL!!! #GMMTV2022 #bbrightvc  https://t.co/AA5Vvintvh
2021-12-01 14:36:46,"RT @twinklemetawin: SO EXCITED FOR “ASTROPHILE”!! 😭🤍🔥

#GMMTV2022 #bbrightvc https://t.co/qKUz0DGKxD"
2021-12-01 14:36:46,"their chemistry aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa #GMMTV2022
Bright Vachirawit
@bbrightvc… https://t.co/2Kw31776RK"
2021-12-01 14:36:46,"RT @Jackhangu: WinBright 

 #GMMTV2022 https://t.co/KXvPxiv0Cv"
2021-12-01 14:36:46,"RT @mcleeeyn: DAVIKAH IS SO PRETTY I SWEAR AND BRIGHT IS SO BRIGHT OMG 

#GMMTV2022 

 https://t.co/ZXPUIjpLqM"
2021-12-01 14:36:46,"RT @GMMTV: GMMTV 2022 | Midnight Series : Midnight Motel แอปลับ โรงแรมรัก
https://t.co/SMl3e1aCDn

#MidnightMotel #GMMTV2022 #GMMTV https:/…"
2021-12-01 14:36:46,"RT @GMMTV: GMMTV 2022 | Midnight Series : Dirty Laundry ซักอบร้ายนายสะอาด
https://t.co/EWojgAY7ik

#DirtyLaundry #GMMTV2022 #GMMTV https://…"
2021-12-01 14:36:46,RT @hourly_bright: baby bangs 😭😭 #bbrightvc @bbrightvc #GMMTV2022 https://t.co/wiBgJQhHGQ
2021-12-01 14:36:46,"RT @onnnfilms: — ohm and nanon for vice versa! 😳

#OhmNanon #โอมนนน #GMMTV2022 https://t.co/cdGvKVaXsP"
2021-12-01 14:36:46,"RT @forjumpols: Unexpected moment💐

#ออฟจุมพล
#Astrophile #GMMTV2022 https://t.co/fnQOvGVDwv"
2021-12-01 14:36:46,"RT @katuiislove: [Tran]
M: Very happy ka, i was very excited, i cannot act well at the very first.
I: Why, u r shy when u act?
M: Yes, very…"
2021-12-01 14:36:46,"RT @GMMTV: GMMTV 2022 | Midnight Series : Moonlight Chicken พระจันทร์มันไก่
https://t.co/B747tqVaOy

#MoonlightChicken #GMMTV2022 #GMMTV ht…"
2021-12-01 14:36:46,"RT @GMMTV: GMMTV 2022 | บทกวีของปีแสง [You are My Favorite]
https://t.co/oXuRhAjcAR

#บทกวีของปีแสง #GMMTV2022 #GMMTV https://t.co/qnAxmQMs…"
